ProductID;Image;Image alt;Name;Tags;Base price;Final price;Description;Discount percent;Available only online;Virtual product;Cecha(Nazwa:Wartość:Pozycja:Indywidualne);Categories
1;/var/www/html/img/products/productImage0.jpg;Introduction to Java;Introduction to Java;Javascript,Syntax,Java (Software Platform),Mobile Development,Web Development,Java Programming,Computer Programming;156;191.88;This Course is the first of a series of courses that make up the Core Java Specialization.  The Core Java Specialization, in turn, is part of a series of programming specializations, derived from LearnQuest's private Java Bootcamps, designed to provide the skill set necessary to be hired as an IT developer using Java in many corporate environments. This course includes hands-on practice and will give you a solid knowledge of the Java language. After completing this course, you will be able to identify Java’s benefits, program in basic Java syntax using Java data types, and incorporate branches and loops.  The audience for this course: -    Anyone interested in learning Java -    Programmers -    Technical Managers -    Application Developers  Prerequisites: To be successful with this course, you should understand the fundamentals of software development in either a procedural or object-oriented language. Subtitles: English Subtitles: English LearnQuest is the preferred training partner to the world’s leading companies, organizations, and government agencies. Our team boasts 20+ years of experience designing, developing and delivering a full suite industry-leading technology education classes and training solutions across the globe. Our trainers, equipped with expert industry experience and an unparalleled commitment to quality, facilitate classes that are offered in various delivery formats so our clients can obtain the training they need when and where they need it. In this module, we will introduce you to Java, examine the benefits of Java, and the ways in which Java is packaged. We will see how Java can be installed, and we will demo Hello World in Java. This module introduces a bit of basic Java syntax, but primarily focuses on Java's primitive types, and their wrapper classes.  This module concludes with a brief introduction to the associated lab environment within your browser and learning to configure the environment to work in the best fashion for yourself.  You then proceed to open the IDE used in this environment, Eclipse, and review the different elements within it.  Finally, you will be reading for lab exercises related to this module. This module covers Java Fundamentals of writing simple expressions, using operators, branching, and looping. This Core Java Specialization is part of a series of programming specializations, derived from LearnQuest's private Java Bootcamps, designed to provide the skill set necessary to be hired as an IT developer using Java in many corporate environments. To be successful in this specialization, we recommend you have an understanding of the fundamentals of software development in any language. LearnQuest offers a beginning programmer specialization that can help you prepare.  In the four courses of this specialization, you’ll quickly master the Java programming language and the packages that constitute its rich set of core libraries. We’ll provide hands-on exercises so you can practice your new skills.  In Course 1, we’ll introduce you to the basic fundamentals of the Java language.  Course 2 provides a refresher on object-oriented programming, and how you can apply OO to Java. We’ll introduce Java classes, instances and packaging.  By the time you get to course 3, you’ll be ready to go deeper into applying OOP concepts in Java, including inheritance and polymorphism.  In course 4 you’ll learn how to use selected parts of the Java SE Class LIbrary, including Generics, Collections, Java Streams, I/O, Exceptions, Annotations and Enums.  While we'll touch on other important Java topics, such as database connectivity, Java EE and Spring, those topics are covered in greater detail in other LearnQuest Java Specializations. ;0;1;1;Długość kursu:6h:1|2;Web Development
2;/var/www/html/img/products/productImage1.jpg;Introduction to Java and Object-Oriented Programming;Introduction to Java and Object-Oriented Programming;Array Data Type,Mobile Development,Java (Software Platform),Java Programming,Method (Computer Programming),Software Testing,Software Engineering,Object-Oriented Programming,Programming Principles,Computer Programming,Computer Programming Tools;62;76.26;This course provides an introduction to the Java language and object-oriented programming, including an overview of Java syntax and how it differs from a language like Python.  Students will learn how to write custom Java classes and methods, and how to test their code using unit testing and test-driven development.  Topics include basic data structures like Arrays and ArrayLists and overloading methods. Subtitles: English Subtitles: English The University of Pennsylvania (commonly referred to as Penn) is a private university, located in Philadelphia, Pennsylvania, United States. A member of the Ivy League, Penn is the fourth-oldest institution of higher education in the United States, and considers itself to be the first university in the United States with both undergraduate and graduate studies.  Welcome to Java! This first module provides an introduction to the Java language and object-oriented programming. It includes an overview of Java syntax, in particular, how it differs from a language like Python. Topics will include variables and data types, loops and conditionals, printing to the console, scanning for user input, and code documentation. This module also explains the structure and inner-workings of a Java class and teaches you how to define your own custom classes and methods. In this module, you will be taught to test your code to get it working. The best way to do this is to write a set of unit tests that you can run against your program, at any time. In this module, we'll learn how to do unit testing in Java, and why we want to do it. We’ll also learn all about Java Arrays, which are collections of items, and ArrayLists, which are kind of like arrays, but much more flexible. These work just like lists in Python. ArrayLists are part of Java’s larger Collections Framework, which we’ll continue to reference throughout this course. So far, we’ve been defining variables as instance variables in our Java classes. Instance variables are just variables defined inside a class, and every instance of a class can have a different value for an instance variable. In this module, we’ll look at defining static variables in our Java classes. Static variables are also defined as variables inside a class, but with the keyword 'static'. Static variables have the same value for every instance of a class. In fact, you don’t even need to create an instance of a class to use a static variable! We’ll also look at static methods. And just like static variables, you don’t need to create an instance of a class to use, or call, a static method. In this module, we’re also going to introduce polymorphism, which refers to overloading and overriding. We’ll focus on overloading, which is having two or more methods in the same class, with the same name. This Specialization starts out by teaching basic concepts in Python and ramps up to more complex subjects such as object-oriented programming and data structures in Java. By the time learners complete this series of four courses, they will be able to write fully-functional programs in both Python and Java, two of the most well-known and frequently used programming languages in the world today. Introduction to Programming with Python and Java is for students and professionals who have minimal or no prior programming exposure. It’s for motivated learners who have experience with rigorous coursework, and are looking to gain a competitive edge in advancing their career. It’s for folks who are thinking about applying to the University of Pennsylvania’s online Master of Computer and Information Technology degree and want to sample some of the lecture videos and content from the first course in the program. We hope this Specialization is for you.  Topics in this Specialization include language syntax, style, programming techniques, and coding conventions. Learn about best practices and good code design, code testing and test-driven development, code debugging, code and program documentation, and computational thinking. ;10;1;1;Długość kursu:3h:1|2;Java
3;/var/www/html/img/products/productImage2.jpg;Algorithms, Part I;Algorithms, Part I;Data Management,Theoretical Computer Science,Data Structures,Algorithms,Sorting,Computer Programming;249;306.27;This course covers the essential information that every serious programmer needs to know about algorithms and data structures, with emphasis on applications and scientific performance analysis of Java implementations. Part I covers elementary data structures, sorting, and searching algorithms. Part II focuses on graph- and string-processing algorithms. All the features of this course are available for free.  It does not offer a certificate upon completion. Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish Princeton University is a private research university located in Princeton, New Jersey, United States. It is one of the eight universities of the Ivy League, and one of the nine Colonial Colleges founded before the American Revolution. Welcome to Algorithms, Part I. We illustrate our basic approach to developing and analyzing algorithms by considering the dynamic connectivity problem. We introduce the union−find data type and consider several implementations (quick find, quick union, weighted quick union, and weighted quick union with path compression). Finally, we apply the union−find data type to the percolation problem from physical chemistry. The basis of our approach for analyzing the performance of algorithms is the scientific method. We begin by performing computational experiments to measure the running times of our programs. We use these measurements to develop hypotheses about performance. Next, we create mathematical models to explain their behavior. Finally, we consider analyzing the memory usage of our Java programs. We consider two fundamental data types for storing collections of objects: the stack and the queue. We implement each using either a singly-linked list or a resizing array. We introduce two advanced Java features—generics and iterators—that simplify client code. Finally, we consider various applications of stacks and queues ranging from parsing arithmetic expressions to simulating queueing systems. We introduce the sorting problem and Java's Comparable interface. We study two elementary sorting methods (selection sort and insertion sort) and a variation of one of them (shellsort). We also consider two algorithms for uniformly shuffling an array. We conclude with an application of sorting to computing the convex hull via the Graham scan algorithm. We study the mergesort algorithm and show that it guarantees to sort any array of n items with at most n lg n compares. We also consider a nonrecursive, bottom-up version. We prove that any compare-based sorting algorithm must make at least  n lg n compares in the worst case. We discuss using different orderings for the objects that we are sorting and the related concept of stability. We introduce and implement the randomized quicksort algorithm and analyze its performance. We also consider randomized quickselect, a quicksort variant which finds the kth smallest item in linear time. Finally, we consider 3-way quicksort, a variant of quicksort that works especially well in the presence of duplicate keys. We introduce the priority queue data type and an efficient implementation using the binary heap data structure. This implementation also leads to an efficient sorting algorithm known as heapsort. We conclude with an applications of priority queues where we simulate the motion of n particles subject to the laws of elastic collision.  We define an API for symbol tables (also known as associative arrays, maps, or dictionaries) and describe two elementary implementations using a sorted array (binary search) and an unordered list (sequential search). When the keys are Comparable, we define an extended API that includes the additional methods min, max floor, ceiling, rank, and select. To develop an efficient implementation of this API, we study the binary search tree data structure and analyze its performance. In this lecture, our goal is to develop a symbol table with guaranteed logarithmic performance for search and insert (and many other operations). We begin with 2−3 trees, which are easy to analyze but hard to implement. Next, we consider red−black binary search trees, which we view as a novel way to implement 2−3 trees as binary search trees. Finally, we introduce B-trees, a generalization of 2−3 trees that are widely used to implement file systems. We start with 1d and 2d range searching, where the goal is to find all points in a given 1d or 2d interval. To accomplish this, we consider kd-trees, a natural generalization of BSTs when the keys are points in the plane (or higher dimensions). We also consider intersection problems, where the goal is to find all intersections among a set of line segments or rectangles. We begin by describing the desirable properties of hash function and how to implement them in Java, including a fundamental tenet known as the uniform hashing assumption that underlies the potential success of a hashing application. Then, we consider two strategies for implementing hash tables—separate chaining and linear probing. Both strategies yield constant-time performance for search and insert under the uniform hashing assumption.  We consider various applications of symbol tables including sets, dictionary clients, indexing clients, and sparse vectors. ;0;1;1;Długość kursu:11h:1|2;Algorithms
4;/var/www/html/img/products/productImage3.jpg;Web Development with Java Spring Framework;Web Development with Java Spring Framework;Theoretical Computer Science,Database Administration,Databases,Application Development,Data Management,Software Framework,Spring Framework,Other Web Frameworks,Spring,Data Visualization Software,Software Architecture,Programming Principles,Software Engineering Tools,Data Visualization,Web Development,Web,Database Application,Software Engineering,Computer Programming,Business Analysis;316;388.68;SPRING IS THE MOST POPULAR WEB JAVA FRAMEWORK. Spring's libraries are trusted by developers all over the world in innovative solutions like streaming TV, connected cars, online shopping etc. That is why studying Spring is an urgent task facing a novice web developer. Our course is for anyone interested in Web Development and java. WE will go over the main parts of this framework in detail - developing RESTFul Web Services using Spring MVC and Hibernate CRUD.  After completing our course, YOU will understand Dependency Injection, Inversion of Control and how to access data using Hibernate. YOU will be able to develop a Web Application using Spring MVC and develop RESTFul Web Services.  Web developers receive one of the highest salaries due to companies competing for professionals. Knowledge of Spring is one of the most common requirements for a Java developer job. Upon successful completion of the course, you will be able to start a career in programming and become a full-fledged developer of corporate web applications, who can design modern reliable high-load services.  Students wishing to study in this course should have the basic knowledge of Java programming, XML, JSON, Web Development and SQL queries.  Let's develop applications with Java Spring Framework! Subtitles: English Subtitles: English Peter the Great St. Petersburg Polytechnic University has a long-standing and successful history over 100 years where a great deal of important discoveries and inventions have been made. It was founded in 1899.  SPbPU has recently become the National Research University – a recognized Russian and international leader in the field of engineering and economic education with a rich educational, scientific and innovation infrastructure.   The University is a member of Academic Excellence program among Russian Universities “5-100-2020”. SPbPU is listed in the QS World University Rankings (471-480) and Times Higher Education (113th position among European universities).  SPbPU is a leading university of Russia with over than 26 000 students and postgraduates, 4500 of them are foreign citizens from 115 countries. The University is carrying out education and research activities in the following areas: natural science, engineering, economics and humanities. SPbPU trains specialists in 49 Bachelor Degree programs and 200 Master Degree programs, including 20 international Master Degree programs taught in English, 90 PhD programs and Doctorate programs.  The University is proud of its longstanding traditions of international cooperation with many foreign educational institutions, research organizations and industrial companies. Among the partners of the University are 293 universities and 90 partner companies from 68 countries. In the introduction, we will tell you who this course is for and what modules it consists of. The main purpose of this module is to guide you on the topic of whether our course will be of interest to you, and to explain what tools you will need to complete it successfully. In this module, we will cover the fundamental concepts of Spring Core: Dependency Injection(DI) and Inversion of Control (IoC). Consider the concept of Bean and his life cycle. Also we will try to develop a simple Spring Core application with Maven. In this module, we will take a closer look at the Model-View-Controller pattern. We will try to understand how Spring Framework supports the this pattern.  We will discuss each of  part this pattern: Model, Controller and View.  Also we will found best practices for writing classes with the Spring MVC framework. In this module, we will look at the Java Persistence API and Hibernate, will learn how to implement the CRUD paradigm in our application, and will explore the basic PostgreSQL data storage and management capabilities. In this module, we will cover the fundamental concepts of implement Web services using Spring REST framework. We will cover the concept of implementing web services that conform to the REST architectural style.  We will build a service that accept HTTP GET, PUT, POST and DELETE requests and respond with a JSON representation of a greeting. ;0;1;1;Długość kursu:34h:1|2;Web Development
5;/var/www/html/img/products/productImage4.jpg;Introducción a Java;Introducción a Java;Java (Software Platform),Mobile Development,Computer Programming,Java Programming,Programming Principles;455;559.65;Me llamo Elisa Viso y una de mis pasiones es la de programar y enseñar a programar.  El lenguaje Java es uno de los que más me ha gustado en mis 45 años que llevo programando. Si bien te podrá parecer un poco complicado empezar a programar en Java, una vez que cubras los conceptos básicos verás qué rápido se avanza. Java, como todos los lenguajes de programación bien hechos, te dejan hacer cualquier cosa (algunas de ellas con más trabajo que en otros lenguajes y otras casi directamente de cómo piensas la solución al problema).  Pero una vez que pasas esa primera etapa, programar te va a hacer sentir casi como un sacerdote de un culto extraño, que puede hacer que las cosas sucedan a placer, se vean exactamente como tú quieres y obtengas una satisfacción enorme de haber construido algo que puedes ver y repartirlo para que otros lo usen.  Este es un curso introductorio a la programación en Java. Como Java es un lenguaje orientado a objetos de propósito general, revisaremos los conceptos básicos del lenguaje como clases e interfaces. Veremos los ingredientes básicos de una clase como constantes y variables, funciones (métodos), y cómo organizar estos ingredientes dentro de una clase. También veremos la utilización de clases de las bibliotecas de Java.  En el primer módulo revisaremos el concepto de orientación a objetos aplicándolo en la vida real.  En el segundo módulo revisamos una herramienta de diseño orientado a objetos, llamada tarjetas de responsabilidades, y a partir de estas últimas diseñamos los encabezados de los distintos servicios que se van a dar, codificándolos en una interfaz.  En el tercer módulo terminaremos la construcción de la clase que corresponde a este problema, aclarando términos comunes en Java, revisando la sintaxis del lenguaje y la autodocumentación con la que cuenta.  En el cuarto módulo utilizaremos lo que ya tenemos para construir una clase más compleja que proporciones arreglos de objetos de la clase que ya tenemos y examinando con bastante profundidad tanto el esquema conceptual de los arreglos como su implementación en el modelo de memoria de Java.  En el quinto y último módulo profundizaremos en el uso de repetición en ejecución y, no puede faltar, los distintos tipos de ejecución condicional que provee el lenguaje.  En este curso, ofrecido por la UNAM, se proveerá al participante con conocimientos del lenguaje Java que le permitirán resolver una amplia gama de problemas con este lenguaje. Aprenderá a: • Plantear la solución de un problema utilizando orientación a objetos. • Programar la solución de los problemas utilizando las siguientes características del lenguaje Java:                -Interfaces y clases                -Métodos constructores de objetos, de acceso, de actualización, de implementación y auxiliares.                -Atributos y variables locales de tipos primitivos o de clase.                -Utilización de clases de biblioteca.                -Esquemas de ejecución como la repetición y la selección de enunciados                -Arreglos Subtitles: Spanish Subtitles: Spanish La Universidad Nacional Autónoma de México fue fundada el 21 de septiembre de 1551 con el nombre de la Real y Pontificia Universidad de México. Es la más grande e importante universidad de México e Iberoamérica. Tiene como propósito primordial estar al servicio del país y de la humanidad, formar profesionistas útiles a la sociedad, organizar y realizar investigaciones, principalmente acerca de las condiciones y problemas nacionales, y extender con la mayor amplitud posible, los beneficios de la cultura. En este módulo describiremos la metodología de orientación a objetos utilizando sistemas de la vida real que incorporen los conceptos importantes de este metodología.  En este módulo aprenderás los ingredientes y sintaxis de las clases e interfaces de Java, implementando el recurso principal que son las tarjetas de responsabilidades.  En este módulo aprenderás cómo se implementan contratos (interfaces) y cómo usar clases que ya fueron definidas y compiladas.  En este módulo presentaremos una visión completa del papel que juegan los arreglos en la programación, así como su abstracción y representación en memoria.  Este módulo ahonda más en las relaciones entre los arreglos que utilizamos para implementar el catálogo, además de ofrecer enunciados condicionales que permiten trabajar usando un menú que se presenta al usuario. ;0;1;1;Długość kursu:7h:1|2;Java
6;/var/www/html/img/products/productImage5.jpg;Computer Science: Programming with a Purpose;Computer Science: Programming with a Purpose;Theoretical Computer Science,C Programming Language Family,Java (Software Platform),Python Programming,Computer Programming,Operations Research,Java Programming,Computational Logic,Algorithms,Statistical Programming,Strategy and Operations,Programming Principles,Web Development,Mobile Development,Research and Design,Computer Program;416;511.68;The basis for education in the last millennium was “reading, writing, and arithmetic” now it is reading, writing, and computing. Learning to program is an essential part of the education of every student, not just in the sciences and engineering, but in the arts, social sciences, and humanities, as well. Beyond direct applications, it is the first step in understanding the nature of computer science’s undeniable impact on the modern world.  This course covers the first half of our book Computer Science: An Interdisciplinary Approach (the second half is covered in our Coursera course Computer Science: Algorithms, Theory, and Machines). Our intent is to teach programming to those who need or want to learn it, in a scientific context.  We begin by introducing basic programming elements such as variables, conditionals, loops, arrays, and I/O. Next, we turn to functions, introducing key concepts such as recursion, modular programming, and code reuse. Then, we present a modern introduction to object-oriented programming.  We use the Java programming language and teach basic skills for computational problem solving that are applicable in many modern computing environments. Proficiency in Java is a goal, but we focus on fundamental concepts in programming, not Java per se.  All the features of this course are available for free. It does not offer a certificate upon completion. Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish Princeton University is a private research university located in Princeton, New Jersey, United States. It is one of the eight universities of the Ivy League, and one of the nine Colonial Colleges founded before the American Revolution. Why program? This lecture addresses that basic question. Then it describes the anatomy of your first program and the process of developing a program in Java using either virtual terminals or a program development environment, with some historical context. Most of the lecture is devoted to a thorough coverage of Java's built-in data types, with example programs for each. The if, while, and for statements are Java's fundamental control structures. This lecture is built around short programs that use these constructs to address important computational tasks. Examples include sorting, computing the square root, factoring, and simulating a random process. The lecture concludes with a detailed example illustrating the process of debugging a program. Computing with a large sequence of values of the same type is extremely common. This lecture describes Java's built-in array data structure that supports such applications, with several examples, including shuffling a deck of cards, the coupon collector test for randomness, and random walks in a grid. To interact with our programs, we need mechanisms for taking information from the outside world and for presenting information to the outside world. This lecture describes several such mechanisms: for text, drawings, and animation. Detailed examples covered include fractal drawings that model natural phenomena and an animation of a ball bouncing around in the display window. Modular programming is the art and science of breaking a program into pieces that can be individually developed. This lecture introduces functions (Java methods), a fundamental mechanism that enables modular programming. Motivating examples include functions for the classic Gaussian distribution and an application that creates digital music. A recursive function is one that calls itself. This lecture introduces the concept by treating in detail the ruler function and (related) classic examples, including  the Towers of Hanoi puzzle, the H-tree, and simple models of the real world based on recursion. We show a common pitfall in the use of recursion, and a simple way to avoid it, which introduces a different (related) programming paradigm known as dynamic programming. When you develop a program, you need to be aware of its resource requirements. In this lecture, we describe a scientific approach to understanding performance, where we develop mathematical models describing the running time our programs and then run empirical tests to validate them. Eventually we come to a simple and effective approach that you can use to predict the running time of your own programs that involve significant amounts of computation. In Java, you can create your own data types and use them in your programs. In this and the next lecture, we show how this ability allows us to view our programs as abstract representations of real-world concepts. First we show the mechanics of writing client programs that use data types. Our examples involve abstractions such as color, images, and genes. This style of programming is known as object-oriented programming because our programs manipulate objects, which hold data type values. Creating your own data types is the central activity in modern Java programming. This lecture covers the mechanics (instance variables, constructors, instance methods, and test clients) and then develops several examples, culminating in a program that uses a quintessential mathematical abstraction (complex numbers) to create visual representations of the famous Mandelbrot set. We conclude the course with an overview of important issues surrounding programming languages. To convince you that your knowledge of Java will enable you to learn other programming languages, we show implementations of a typical program in C, C++, Python, and Matlab. We describe important differences among these languages and address fundamental issues, such as garbage collection, type checking, object oriented programming, and functional programming with some brief historical context. ;0;1;1;Długość kursu:32h:1|2;Algorithms
7;/var/www/html/img/products/productImage6.jpg;Java Programming: Solving Problems with Software;Java Programming: Solving Problems with Software;Syntax,Java (Software Platform),Mobile Development,Java Programming,Java Syntax,Computer Graphics,Web Development,Computer Programming;68;83.64;Learn to code in Java and improve your programming and problem-solving skills. You will learn to design algorithms as well as develop and debug programs. Using custom open-source classes, you will write programs that access and transform images, websites, and other types of data. At the end of the course you will build a program that determines the popularity of different baby names in the US over time by analyzing comma separated value (CSV) files.  After completing this course you will be able to: 1. Edit, compile, and run a Java program 2. Use conditionals and loops in a Java program 3. Use Java API documentation in writing programs.  4. Debug a Java program using the scientific method 5. Write a Java method to solve a specific problem 6. Develop a set of test cases as part of developing a program 7. Create a class with multiple methods that work together to solve a problem and 8. Use divide-and-conquer design techniques for a program that uses multiple methods. Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish Duke University has about 13,000 undergraduate and graduate students and a world-class faculty helping to expand the frontiers of knowledge. The university has a strong commitment to applying knowledge in service to society, both near its North Carolina campus and around the world. Welcome to “Java Programming: Solving Problems with Software”! We are excited that you are starting our course to learn how to write programs in Java, one of the most popular programming languages in the world. In this introductory module, you will get to meet the instructor team from Duke University and have an overview of the course. Have fun! In this module, you will learn to write and run your first Java programs, including one program that prints “Hello!” in various countries’ languages and another where you will analyze the perimeters and other information of shapes. To accomplish these tasks, you will learn the basics of Java syntax and how to design stepwise solutions with programs. By the end of this module, you will be able to: (1) Download and run BlueJ, the Java programming environment for this course (2) Access the documentation for the Java libraries specially designed for this course (3) Edit, compile, and run a Java program (4) Construct methods, variables, if else statements, and for each loops in Java and (5) Use Iterables (like DirectoryResource) to run a program that iterates over multiples lines in a document or webpage or multiple files in a directory. This module begins with a short presentation from Raluca Gordân, an assistant professor in Duke University’s Center for Genomic and Computational Biology, about an important problem genomics scientists encounter regularly: how to identify genes in a strand of DNA. To tackle this problem, you will need to understand strings: series of characters such as letters, digits, punctuation, etc. After learning about Java methods that work with strings, you will be able to find genes within a DNA string as well as tackle other string related problems, such as finding all of the links in a web page. By the end of this module, you will be able to: (1) Use important methods for the Java String class (2) Use conditionals, for loops, and while loops appropriately in a Java program (3) Find patterns in the data represented by strings to help develop the algorithm for your program (4) Understand the importance of designing programs that keep different data processing steps separate (5) Use the StorageResource iterable for this course to store some data for further processing and (6) Rely on Java documentation to better understand how to use different Java packages and classes. A common format for storing tabular data (any data organized into columns and rows) is in comma separated values (CSV) files. In this module, you will learn how to analyze and manipulate data from multiple CSV data files using a powerful open-source software package: Apache Commons CSV. Using this library will empower you to solve problems that could prove too complex to solve with a spreadsheet. By the end of this module, you will be able to: (1) Use the open-source Apache Commons CSV package in your own Java programs (2) Access data from one or many CSV files using Java (3) Convert strings into numbers (4) Understand how to use “null” in Java programs (when you want to represent “nothing”) (5) Devise an algorithm (and implement in Java) to answer questions about CSV data and (6) Analyze CSV data across multiple CSV files (for example, find maximums, minimums, averages, and other simple statistical results). This module wraps up the course with a mini project that ties together the different practices, skills, and libraries you have gained across the course! Using data on the popularity of different baby names in the United States from the past several decades, you will be able to compare different names’ popularity over time. While the data we have collected for this course is from the United States, we welcome you to share data from other countries in the course discussion forums. Good luck with the mini project! ;10;1;1;Długość kursu:27h:1|2;Web Development
8;/var/www/html/img/products/productImage7.jpg;HTML, CSS, and Javascript for Web Developers;HTML, CSS, and Javascript for Web Developers;Html,HTML and CSS,Ajax (Programming),Web Design,CSS,HTML5,Web,Web Development;198;243.54;Do you realize that the only functionality of a web application that the user directly interacts with is through the web page? Implement it poorly and, to the user, the server-side becomes irrelevant! Today’s user expects a lot out of the web page: it has to load fast, expose the desired service, and be comfortable to view on all devices: from a desktop computers to tablets and mobile phones. In this course, we will learn the basic tools that every web page coder needs to know. We will start from the ground up by learning how to implement modern web pages with HTML and CSS. We will then advance to learning how to code our pages such that its components rearrange and resize themselves automatically based on the size of the user’s screen. You’ll be able to code up a web page that will be just as useful on a mobile phone as on a desktop computer. No “pinch and zoom” required! Last but certainly not least, we will get a thorough introduction to the most ubiquitous, popular, and incredibly powerful language of the web: Javascript. Using Javascript, you will be able to build a fully functional web application that utilizes Ajax to expose server-side functionality and data to the end user. Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish The mission of The Johns Hopkins University is to educate its students and cultivate their capacity for life-long learning, to foster independent and original research, and to bring the benefits of discovery to the world. In this module we will learn the basics of HTML5. We'll start with instructional videos on how to set up your development environment, go over HTML5 basics like valid document structure, which elements can be included inside other elements and which can not, discuss the meaning and usefulness of HTML5 semantic tags, and go over essential HTML5 tags. A lot of people tinker with CSS. In this module, we'll take you from the very basics of CSS3 to some fairly advanced concepts like floating and CSS rule conflict resolution. We'll go over the 'box model', background property, etc. We'll finish off the module with learning about Responsive Design using our own CSS code as well as start introducing Twitter Bootstrap with its essential Grid System. Ready for some REAL fun? This module is it! We'll go over some basics of interacting with a client when managing a web site project and then go visit a real client at their place of business (a Chinese restaurant), help the owner figure out what she wants in a site, and get acquainted with the restaurant in general. We'll spend the rest of the module building a real web site for this business from scratch and you'll get to sit next to me and watch as the site comes together. What fun would a web site be if there was no functionality to it? In this module, we are going to concentrate on learning the fundamentals of the Javascript language. A lot of even seasoned developers “tinker” with Javascript without really understanding how the language works. That leads to viewing the language as more of a nuisance instead of a powerful tool. That is why we are going to concentrate not only on the “how” but also on the “why”, so you are empowered by the Javascript language features, not confused by them. We’ll cover just about everything - from common language constructs and Javascript types to objects, functions, arrays, closures, and scope isolation. In this module, we are going to take all those newly learned Javascript language skills and learn how to utilize them within the context of a web page. We’ll start by learning how to properly manipulate the web page components using the Javascript Document Object Model API. We will then move on to learning one of the most popular ways of serving up data to a web site - Ajax. We'll learn about the protocol that the language of the web speaks in (HTTP), how to set up and handle Ajax requests and responses, as well as how to process JSON data. We'll finish the module by connecting our restaurant web site from Module 3 to a real backend service that will allow us to pull the data for the restaurant menu dynamically from the server without having to reload the entire page. ;0;1;1;Długość kursu:30h:1|2;Web Development
9;/var/www/html/img/products/productImage8.jpg;Building Scalable Java Microservices with Spring Boot and Spring Cloud;Building Scalable Java Microservices with Spring Boot and Spring Cloud;Theoretical Computer Science,Google Cloud Platform,Mobile Development,Cloud Computing,Java Programming,Software Framework,Data Visualization Software,Other Web Frameworks,Spring,Software Architecture,Programming Principles,Web Development,Data Visualization,Operating Systems,Build Operate Transfer,System Programming,Business Analysis,Computer Programming,Software Engineering;478;587.94;¨Microservices describes a software design pattern in which an application is a collection of loosely coupled services. These services are fine-grained, and can be individually maintained and scaled. The microservices architecture is ideal for the public cloud, with its focus on elastic scaling with on-demand resources. In this course, you will learn how to build Java applications using Spring Boot and Spring Cloud on Google Cloud.  You'll use Spring Cloud Config to manage your application's configuration. You'll send and receive messages with Pub/Sub and Spring Integration. You'll also use Cloud SQL as a managed relational database for your Java applications, and learn how to migrate to Cloud Spanner, which is Google Cloud's globally-distributed strongly consistent database service. You'll also learn about tracing and debugging your Spring applications with Google Cloud's operations suite.  To succeed in this course, you should be familiar with the Java programming language and building Java applications with tools such as Maven or Gradle. You should also have general knowledge of Google Cloud.  >>> By enrolling in this course you agree to the Qwiklabs Terms of Service as set out in the FAQ and located at: https://qwiklabs.com/terms_of_service <<< Subtitles: English Subtitles: English We help millions of organizations empower their employees, serve their customers, and build what’s next for their businesses with innovative technology created in—and for—the cloud. Our products are engineered for security, reliability, and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping customers apply our technologies to create success. In this module you will get a survey of the course's scope and content. This module will introduce the Google Cloud technologies that will be covered in the labs, and describe how Spring Boot simplifies the task of using external services, such as Google Cloud services, in your applications.  In this module, you'll describe the structure and key components of the demo Java microservices application that you’ll work with in the labs. ;0;1;1;Długość kursu:42h:1|2;Web Development
10;/var/www/html/img/products/productImage9.jpg;Building Cloud Services with the Java Spring Framework;Building Cloud Services with the Java Spring Framework;Networking Hardware,Distributed Computing Architecture,Mobile Development,Other Web Frameworks,Spring Framework,Java Programming,Computer Architecture,Hardware Design,Spring,Computer Networking,Data Visualization,Web Development,Programming Principles,Android Development,Computer Programming;78;95.94;This MOOC describes by example how to build cloud services via the use of object-oriented design techniques Java programming language features Java Servlets, the Java Spring Framework and cloud computing platforms, such as Amazon Web Services.  Due to the importance of building secure and scalable mobile/cloud platforms, this MOOC will not only show you how to build cloud services, but how to do so securely, scalably, and efficiently. Security and scalability topics will be woven into discussions of cloud service creation so that students learn, from the start, how to create robust cloud services. Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish Vanderbilt University, located in Nashville, Tenn., is a private research university and medical center offering a full-range of undergraduate, graduate and professional degrees. The description goes here The description goes here The description goes here The description goes here ;10;1;1;Długość kursu:42h:1|2;Web Development
